2330,25930380000
2317,13862990000
6505,9525959000
2412,7757446000
2454,1589647000
1301,6365740000
3008,134140000
1303,7930821000
2882,13169210000
1326,5861186000
2881,10233603000
2891,19496989000
2886,13599823000
1216,5682015000
3045,3467953000
2002,15734860000
2308,2597543000
3711,4325402000
2207,546179000
2912,1039622000
2884,11619500000
2892,12461942000
5880,12945848000
2880,12172740000
4904,3258500000
2382,3862627000
2885,11670611000
2801,9985311000
1101,5465619000
5876,4481603000
2408,3072560000
2395,699923000
2474,770391000
5871,1328200000
4938,2611091000
2303,11724318000
2357,742760000
1402,5352875000
1102,3361447000
2887,10656704000
2883,14965982000
2890,11271054000
2327,427999000
9910,734734000
3034,608511000
2105,3241415000
2888,12600394000
4958,902229000
9904,2946787000
2379,508095000
2301,2350867000
2823,4463582000
1476,274367000
6669,174542000
2633,2628293000
2354,1414485000
2345,557970000
2409,9624245000
2834,6713574000
1590,189024000
2227,300000000
9921,375064000
2324,4407146000
2492,485800000
8464,293020000
2356,3587475000
6415,91050000
2049,309578000
3231,2840612000
3481,9711071000
6239,779146000
2377,844856000
2344,3980000000
3037,1504732000
2618,4853569000
3044,525605000
2385,734497000
3702,1679056000
2347,1667946000
2337,1839927000
1227,915089000
2603,4812973000
6409,83301000
2360,419296000
2313,1191820000
1434,1684664000
2353,3074933000
6176,465027000
2542,1166628000
1504,1967692000
9914,298983000
2371,2339536000
2610,5420984000
1722,980000000
1605,3326000000
9945,1003253000
3406,110890000
2449,1222745000
2923,1740296000
2812,3708834000
2352,1966781000
2915,564860000
6213,302957000
3532,387848000
2845,3355819000
2615,2218297000
2101,833934000
9917,451197000
1229,1104739000
8454,140058000
2383,319708000
2903,1416940000
2809,1131234000
6269,324060000
2027,1233790000
6456,339439000
3443,134011000
2448,1088701000
3682,4298232000
9941,302092000
5269,60037000
2059,95297000
2404,190586000
1477,219856000
1802,2908060000
8046,646165000
1210,827339000
1717,1240279000
6278,292398000
2439,207398000
2838,2884455000
2376,635688000
2015,581599000
3533,103477000
2889,2848064000
5522,806259000
2451,430761000
3706,1077282000
2231,122821000
2104,984733000
2201,1572919000
2634,941867000
1723,236904000
6285,390329000
1536,254956000
9933,763310000
2498,818811000
2606,845055000
2867,2371971000
4915,446760000
1314,2834850000
3005,579520000
2458,303880000
1736,303616000
3665,130517000
8341,111500000
3023,232523000
1319,591477000
2106,874430000
2441,568845000
1707,136286000
2548,276812000
1507,410820000
2362,669763000
3036,590335000
8150,727240000
6412,386715000
6005,2320908000
2501,1159561000
3189,451073000
5534,290325000
3653,121025000
2456,243678000
2849,1503206000
6670,131030000
1503,520972000
9940,736846000
9938,297963000
4943,135975000
1789,790739000
2006,1004060000
3673,406663000
3376,180469000
2392,512326000
2723,180000000
3019,281083000
2455,184905000
2367,619407000
2373,236202000
2707,127401000
1907,1660371000
5264,420456000
6116,3133933000
6414,83574000
9802,171339000
6452,100000000
5469,491441000
6271,165357000
1904,1108274000
2637,688655000
8016,120222000
6214,269393000
2103,825709000
2820,1342960000
3596,208555000
1232,159974000
4766,120570000
4137,79492000
1409,1618409000
2855,1372390000
9907,1579145000
2504,1385000000
2897,2413006000
1710,885703000
5388,245653000
6230,86343000
2511,1623326000
2608,467000000
1808,308330000
5434,181699000
2206,853595000
2905,826682000
2023,1913327000
1440,1656815000
1215,267990000
2312,1452081000
8926,589048000
9939,292878000
8422,108888000
6153,457194000
1312,906620000
4935,130937000
1304,1188763000
9908,516358000
1909,1217685000
2388,493303000
1103,774780000
2520,503791000
3026,157990000
8482,111112000
3576,2666484000
6202,226168000
8131,442222000
4438,103375000
5007,294940000
2609,2065271000
2607,1067141000
9958,209342000
4551,81934000
2393,443101000
1702,294132000
2108,492416000
6257,415734000
9925,383653000
1515,181473000
1313,1332347000
2014,1435544000
3017,353310000
6451,105446000
4919,287554000
3413,82687000
3035,248550000
6196,186669000
1773,150000000
6464,122844000
3016,274401000
2539,461314000
3661,60337000
8462,68169000
3010,231390000
8404,315178000
6541,264052000
9937,309043000
1234,401871000
1419,300041000
1718,1621367000
2328,518346000
3042,309757000
2208,472991000
1201,506062000
9930,248540000
3563,42608000
2850,315963000
2545,327734000
2355,397495000
1104,653609000
6282,516621000
5305,312456000
2524,384846000
3030,236216000
2515,1530899000
1532,385252000
1537,81785000
