2428,128112000
2323,1158881000
4532,506013000
2913,706750000
1218,499999000
4536,90820000
8070,63879000
1726,162000000
2851,590388000
3705,266422000
8112,378496000
1310,527869000
1305,527029000
2239,118007000
2351,182140000
8163,280000000
3049,806948000
1582,123724000
4414,903434000
3703,823215000
6579,148498000
2704,366923000
2421,250929000
2547,912307000
2836,1080916000
2034,407130000
2908,509887000
5531,982474000
9911,221121000
6277,119471000
2505,696582000
9943,147317000
4968,61878000
8081,86172000
6166,217497000
1464,384565000
6206,143062000
6120,665555000
8210,119725000
8213,271242000
1905,1102835000
6605,165816000
4576,117908000
3380,442727000
1110,572000000
2340,378622000
1307,397818000
6581,111270000
4142,362352000
6504,72600000
4994,110639000
2397,114688000
3022,177289000
2605,585353000
1560,141000000
8039,209119000
3090,178657000
8028,132408000
1513,420000000
1522,312897000
3006,285758000
5203,83858000
3515,120679000
3617,80951000
1444,957302000
2349,1284157000
4906,356883000
2228,75780000
1315,198000000
3504,114059000
4119,79485000
5234,102715000
1308,554382000
2031,310687000
2481,332814000
2329,552328000
6191,515546000
1711,547752000
2489,809362000
6552,100000000
3704,441177000
6525,129047000
2368,546487000
6666,47388000
4564,177786000
9946,300820000
2332,651996000
9924,188452000
4927,189040000
1903,260039000
2929,94955000
1321,227228000
1558,60535000
1614,269113000
6115,187662000
3338,86481000
3698,436386000
3454,87033000
5288,65826000
4426,161079000
2597,135000000
2450,258252000
1225,218703000
1712,420492000
2338,252713000
3545,299439000
6192,106839000
2375,194063000
1604,387200000
1902,402000000
9935,169623000
2464,195531000
2401,591994000
6024,176437000
8114,74921000
3450,145681000
2706,499998000
2433,144496000
2617,417294000
2832,362200000
3708,93504000
3003,155654000
1519,261058000
5283,76000000
9926,179504000
9905,305000000
1256,33842000
2331,557402000
2536,332808000
6177,256905000
3530,78055000
2387,196297000
1231,174595000
2601,630883000
4306,571834000
1527,138570000
4104,141148000
4739,93029000
1760,76739000
1714,1016824000
3014,161093000
4977,66640000
9927,209148000
8473,134812000
5607,229979000
1589,105617000
2010,647655000
2107,350000000
2841,760943000
6281,99172000
8463,150000000
6416,68035000
3033,367751000
6672,70654000
9934,356212000
2485,317689000
1203,240000000
1447,914487000
1737,200000000
1109,341957000
1609,595068000
3059,275361000
6184,158230000
2727,76987000
2029,321180000
2102,473329000
4190,60914000
2535,300562000
1608,632773000
4942,142367000
6189,179045000
8105,441544000
9918,180537000
1720,178696000
3645,129420000
4961,165736000
5243,168528000
6558,86660000
2527,270306000
2712,105000000
3056,209215000
3062,328605000
2701,449967000
2612,197484000
4164,141633000
6582,104883000
2114,70901000
1583,110400000
2477,198216000
3501,118257000
8215,320674000
6139,225540000
9942,83161000
1219,322013000
4763,51076000
1701,298081000
2614,556789000
1603,191688000
2480,106360000
1442,302117000
2012,287774000
5907,195531000
8110,506381000
5285,94089000
8499,51286000
2420,152648000
2910,208725000
2472,129219000
2538,438448000
5525,244991000
3130,33190000
3266,352314000
1338,83840000
6183,150000000
6224,80001000
4912,47472000
8480,39270000
5471,167877000
5538,168000000
2731,70000000
2402,307536000
2314,228028000
3004,52647000
6251,281059000
4764,76788000
1708,211520000
1437,203371000
2939,47222000
2466,156334000
3583,81139000
3712,246242000
6533,42650000
1521,76230000
2013,200000000
1455,611763000
1446,137709000
6668,68399000
1460,509834000
2374,282362000
2509,204136000
4572,35800000
2436,178014000
8466,66059000
6209,163119000
5533,285244000
2816,212960000
2348,85600000
2062,163014000
1730,63233000
2363,554062000
3028,213824000
4540,96678000
2459,105900000
1786,58100000
4552,116000000
4737,59500000
6288,171128000
2476,184968000
2506,387000000
2419,228986000
2852,301163000
4526,254826000
4746,99012000
6112,122357000
1451,198000000
2405,343427000
2530,270752000
3048,222572000
1457,301647000
1535,123742000
2233,60288000
2426,300622000
6108,159899000
8478,90908000
3679,62296000
2616,137281000
1626,136850000
6283,134145000
8996,89384000
6197,122085000
1525,73400000
3257,69380000
3015,192261000
4755,90706000
6531,73830000
8427,104261000
8481,66601000
2546,106035000
1598,115100000
2495,276419000
2423,145047000
6128,127588000
5215,54337000
2467,149205000
3029,124279000
2528,182085000
2109,332349000
9931,102250000
8271,100897000
4725,291975000
2115,86063000
1533,98547000
1309,334204000
2414,161735000
4989,153085000
8104,67630000
2359,171471000
1514,207099000
5225,61504000
4952,108815000
3605,122395000
5521,447527000
2030,286526000
3209,172915000
2748,65637000
1233,90591000
4566,66781000
1217,494513000
1436,95634000
2020,222526000
1339,74138000
1473,147153000
2369,380102000
3416,60181000
8442,59999000
8467,49534000
4571,47600000
4560,66911000
1612,316080000
2009,359622000
2484,159421000
2462,114484000
4555,66880000
2461,159324000
2540,146600000
2457,337688000
1734,167722000
4999,74417000
8021,142180000
3557,77325000
2493,114437000
2425,101498000
3167,80134000
6201,89200000
1323,91274000
1108,404738000
3031,186674000
6449,84441000
4108,163616000
5519,203758000
6655,75608000
1541,78800000
1810,369853000
2028,325714000
3052,228713000
3305,119550000
3038,162407000
2069,156386000
1341,49400000
4976,117182000
3622,151327000
2342,156342000
1806,433782000
2642,95467000
2430,166468000
2636,117157000
3356,89871000
4916,83074000
4557,39808000
6443,379016000
8249,127055000
2722,111522000
3032,103285000
2442,263634000
1762,77560000
1531,185008000
1530,96594000
1733,99986000
2488,79999000
2739,111526000
6141,129964000
4722,100009000
1713,150951000
1439,92000000
1417,270868000
1725,181829000
2497,118798000
2499,373512000
3055,102441000
4148,64034000
3701,190344000
6168,206069000
8411,175398000
1817,72600000
1416,185342000
6442,69300000
4155,75449000
5258,89542000
2008,200852000
3024,277157000
2537,300557000
2022,479751000
1459,358628000
3694,133097000
3437,144548000
3528,65597000
1340,152922000
1316,183276000
1452,132641000
2444,105557000
2390,214021000
4141,151911000
5608,279267000
5706,61294000
6216,84997000
3346,75784000
2906,209111000
2017,341867000
3013,162935000
2483,110618000
6155,86667000
6136,115536000
8367,81131000
3518,80752000
8261,81340000
6641,34000000
3164,88934000
1463,173268000
2007,530651000
3419,120480000
2630,120120000
6671,60750000
6235,168269000
4144,77139000
5284,43664000
8429,185747000
6477,94456000
4545,77000000
4106,83385000
1235,98955000
1618,240864000
2613,148423000
2702,110485000
8103,81399000
6142,268235000
3607,121662000
3054,88513000
1517,227825000
2399,178100000
9919,195372000
8374,89225000
2413,127359000
2427,184314000
1592,110978000
1809,167041000
1906,151000000
1568,103086000
6674,66887000
1721,217347000
2417,192892000
3312,118032000
3060,139361000
3047,186491000
2365,234538000
1615,111861000
1220,177077000
9944,109107000
9955,103208000
8497,36542000
8011,118620000
1506,122855000
3149,187584000
2543,241983000
3040,63000000
1524,179685000
6625,37333000
6205,71839000
4562,67546000
4934,331545000
4967,68257000
3535,79052000
1528,199331000
1617,144233000
1731,132915000
1735,99388000
1783,69465000
1470,85767000
3018,73512000
2901,73043000
8072,80000000
2904,69034000
2460,169200000
1540,85473000
1724,127813000
1468,160405000
1337,268954000
2453,100000000
2486,201958000
3050,145984000
4133,60553000
3591,125001000
3311,60000000
1529,95967000
1414,220000000
4930,134300000
6573,67499000
3669,92919000
1465,103607000
2936,76555000
2415,80000000
3296,98224000
3025,70920000
3021,95813000
1526,60000000
1423,138400000
2911,196324000
9906,83343000
3094,84655000
1438,102411000
1467,168209000
1472,45672000
1236,108342000
4956,100408000
1325,85281000
2305,205660000
2516,226278000
2431,110927000
2302,166302000
1727,110250000
1443,135343000
1539,65370000
1449,120000000
2038,181264000
2611,175994000
3588,46882000
6591,26288000
8222,68546000
6215,82789000
3550,85000000
9929,95800000
2440,139117000
1474,129896000
2032,130521000
3058,164937000
4720,88576000
6152,167738000
6117,88650000
6431,45642000
8033,109419000
8488,67500000
2496,17459000
2236,44826000
2358,79616000
1432,167937000
4807,38470000
3002,102000000
1454,134309000
1587,67356000
2024,97500000
1776,69986000
1456,93720000
1413,102112000
3057,161409000
6405,65800000
6226,114951000
6133,117006000
9902,98049000
1435,139780000
1445,132667000
1466,111157000
1616,194148000
3432,66586000
2468,69961000
2471,47253000
2424,30000000
1453,98642000
1441,100800000
8940,67491000
6165,49682000
3494,179450000
6243,74976000
8443,66800000
2429,27011000
2482,62072000
3229,60615000
3027,98856000
3011,112719000
1324,75121000
1805,80265000
2033,80694000
8101,208088000
8201,62366000
6164,100000000
6172,30000000
5484,68115000
3046,34948000
2491,62000000
2465,53587000
2438,95215000
3308,98569000
2243,43718000
1516,33350000
1732,42443000
2443,145687000
9912,54350000
5906,30000000
3593,63042000
6491,70000000
